team,intercept,0-3,3-10,10-16,16-3P,3P,def_0-3,def_3-10,def_10-16,def_16-3P,def_3P,win_pred
Phoenix Suns,0.09667550400744247,0.44982238779366235,-0.02177991595189991,-1.2801843042455778,19.03834353569676,25.36961877418948,-1.9423511473301935,-8.428056020249361,-0.7087552634085201,15.474346385434767,-0.7905179841207668,47.257161951815796
Miami Heat,0.0929288158693668,-3.159768592281104,0.0020893189617767044,-2.4657153666211187,5.091982024494744,0.5671258510135878,21.004590896547974,2.0545398503725654,3.9116604494849616,21.545980682093514,5.753386400244283,54.398800330180556
San Antonio Spurs,0.053908051598884066,0.6560150786236257,0.04870321311124984,-0.8730785261588976,10.449561847977554,3.0621375427335233,3.790818411753929,13.177953465400225,4.000997425481123,-9.861465315271008,26.952228131138543,51.457779326388746
Dallas Mavericks,-0.1265380602219759,-2.355080657927384,0.00586409245452549,-3.5568131759016914,2.8412044912975514,2.0790977353657447,9.533749615912527,-1.3670082077387549,2.8039050200061424,17.091660704870236,8.794991172996163,35.74503273111309
Detroit Pistons,0.4749574897656208,-8.499747302560937,-0.1200783196688896,37.90020235631908,30.427757863908333,-42.586681163681355,-35.784694167781815,-53.935495060727725,5.9077421726534025,72.23541086386449,37.72775150098112,43.74712623307132
Seattle SuperSonics,0.11969300116494874,3.641404727171904,0.04058555202608187,-1.938511705564812,26.160073654386988,28.71278672582464,6.012015156451607,10.765476992995232,-3.2438032161453623,-12.348092100393675,-10.416511529170998,47.505117258746566
Houston Rockets,0.11013047692164611,5.952038567307273,-0.002071808636540029,-1.6209980095654788,-6.896614096811072,12.769978368775007,25.999002639931536,-2.9605526682566468,1.914166982484268,30.805101046601077,-12.478906301060102,53.59127519769097
Sacramento Kings,-0.5011768297916387,-24.933718631657882,0.07151705727329792,35.50222335116651,155.27217728187634,-5.881887066850485,-50.34684847808881,-69.6301947587686,8.62833734112591,15.724337976188131,-26.637879554666043,37.266887687806715
Denver Nuggets,-0.10476235942953603,6.711808724249641,0.04811689682568065,1.8514137841241367,12.387166789865896,15.88522906221628,0.5262069516061272,2.0266441062630896,4.910292721656692,-13.426155941488522,6.363644119112527,37.17960485500201
Chicago Bulls,0.11012558258949352,0.867145888295734,0.013087185116527211,-0.15721355566190182,7.395382495219814,6.565648496514901,7.744039595265613,-12.920716379682778,4.635525395022412,29.925298607573552,5.853247457840273,50.03157076809364
