team,intercept,0-3,3-10,10-16,16-3P,3P,def_0-3,def_3-10,def_10-16,def_16-3P,def_3P,win_pred
Boston Celtics,-0.07456633147404088,4.777240192450815,0.016798965249988185,1.7582558208217207,-5.468240373379732,0.8051120033418702,10.487020542014559,4.814568769851218,1.468015102972332,7.097823272298212,6.489277099977927,32.171305064124866
Memphis Grizzlies,0.5993444869962531,-31.962743726205655,0.07947538127957367,-35.37524621532787,110.62144992419871,69.49589567138604,-57.19807673720076,-31.922277585709583,-14.761739896956485,24.22252878941643,5.600976770025162,39.39958686190182
Washington Wizards,0.2911500828687431,11.358596849037845,0.2109392077447064,-4.715378829372219,26.748941363961787,19.818492136538715,40.94739327382244,29.47836949236887,0.7434785742754546,-37.003618311442914,-40.64265708022253,47.235706759580914
Indiana Pacers,0.06545503359306912,2.4130234596833406,0.0041746119581650455,0.7765400618298631,7.4293269447820105,10.908300455752995,4.274031440909884,4.4071652810250015,2.269943207059518,3.689591532743437,14.948137408951343,51.18568943828862
Minnesota Timberwolves,-1.686330463276098,-143.64843934223506,-0.061126290251590866,-127.09300535699346,256.70950300282,108.45484077713296,59.29144514491059,7.202331404011083,12.362962096386397,-41.25056399874251,-89.62957802496221,40.652038948800126
Philadelphia 76ers,-0.16580859452117705,3.3233519346846276,0.03507245978119544,-0.008162267267356934,-11.647058021418067,-9.418420943295352,-18.322343846207914,16.32956436773989,-6.569645869267756,10.492606186161504,58.0097687654517,42.058924171841305
New Jersey Nets,-0.18799897144645164,-5.719468445654109,0.04494190309768079,2.767135556235457,36.751621709928465,4.677534842715323,-16.05298148635126,10.013198557007895,0.9136867572885166,-22.59400840444684,29.53758790603652,40.151249924411196
Cleveland Cavaliers,-8.513248864781197,70.08166876297595,-3.0038616852736313,-377.59296426330184,-71.90084723035203,1458.7265314432573,470.36968559834514,-252.38226314971408,-274.1965159105403,674.5450678708178,-1645.8513075704543,40.281945000978695
Los Angeles Clippers,-0.07196269786924175,-0.489375594460794,-0.015485974571088265,-2.872976437153497,12.066648541391258,18.41151928970546,1.8072937685504284,-0.7774230019466754,0.3497432116569261,5.127924337792689,1.8493852392111443,35.38529068230661
Orlando Magic,-0.08158965274626152,1.9857531805998694,0.032981412827465875,-3.01632959359112,10.15142114259503,13.52058486719987,7.786458906347466,4.345626930083192,-1.8213534015402293,5.163110498610814,-5.051358872051806,33.01530541833429
Golden State Warriors,0.09916093721548876,5.359186114274592,0.02679872795879958,-5.413472591560274,-3.75848886393791,15.687589339549643,10.957579087025978,20.129522713959027,-1.2170733049604503,-9.438935696012141,13.089297416043944,45.521163879556696
Los Angeles Lakers,0.44010231637829184,-11.656459082123535,-0.10520821206392492,-24.026414978497517,64.9114781129161,95.65778795903404,24.31630878810014,-13.489472869800375,-7.57686913000657,7.255122033579392,-92.28165547095043,43.44471946656564
New York Knicks,-0.18047289873868202,-0.8397240963587649,-0.011510257956371861,1.8567868571528527,8.513385478315314,3.9819475967491376,6.345434189049342,-7.390623733807653,2.661061247820884,18.61843176761171,3.0568720833962693,36.61158823323404
Toronto Raptors,0.14035912120292868,3.2151547708019548,-0.023893117150460257,1.4578970897087513,12.895266475493111,22.60062497470225,-8.46005519927098,5.218958575758626,1.3989940141286772,-14.480106095389877,17.297780013543594,41.260980623528575
Milwaukee Bucks,-0.08259026190623006,2.3648309450235563,0.008374895167685652,-5.858637099927272,-2.9943070518540025,12.755880137549653,7.467111884080131,4.087676925082868,-2.66008458374949,15.767130621241819,4.2932494591931025,35.148635869901824
Portland Trail Blazers,-0.23616904363044483,7.776641303767673,-0.08333118797267099,6.615139554818188,-16.589457030077476,9.867307577400254,33.21485130058511,1.8986916618971486,10.485800282072862,-0.1255892146079027,-16.69074089073919,36.133144313513554
Utah Jazz,-0.0665059371944433,2.2613370199683516,0.03878503885821472,-0.789007685827458,15.672607749134485,14.01820630813384,-1.002150581526497,5.046018690143104,4.2676394501206065,-14.889217953160854,12.19712121495992,36.75483331360926
Charlotte Bobcats,-0.04215731552280678,-0.9204157733600866,-0.007911421418298604,-0.9982097279619967,7.589955032019141,8.05476818258157,9.31701800950115,1.292153989754748,1.350866385971786,4.685420873139203,-2.9793779033180545,27.34211033138636
New Orleans Hornets,-0.12938090989989293,-0.0463075144037515,0.0701097407466767,1.3311293537565805,16.49740636412258,-1.8828580666485508,1.9495876543400328,11.76685130959033,3.82608395314725,-16.58122518074841,20.32777078580772,37.129167489810555
Atlanta Hawks,-0.0643162765711008,4.603966545012234,-0.0049873042275892735,-0.952996186956345,-6.306416774940243,9.027713557878148,9.6915548725974,1.244208354597818,-2.230451763474314,17.921797037134347,-1.728008998367725,31.202063062682633
